V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,mTurkCode,Q26,Q1,Q2,Q2,Q45_7,Q45_9,Q20_7,Q20_9,Q18_6,Q18_7,Q26_7,Q26_9,Q18_4,Q18_5,Q19_4,Q19_5,Q19_1,Q19_2,Q8,Q9,Q15,Q16,Q12,DO-BR-FL_17,DO-BR-FL_35,DO-BR-FL_31,DO-BR-FL_48,DO-BR-FL_56,DO-BR-FL_52,DO-BL-Treatment,DO-BL-Control,DO-Q-Q1,DO-Q-Q2,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2PaOHwiYSJiSTPE,Default Response Set,Anonymous,,,64.121.102.112,0,2016-04-23 06:12:40,2016-04-23 06:13:46,1,8880942,18-25,Democrat,Moderate,,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,,,,,,,Slightly familiar,Not familiar at all,Male,4-year College Degree,Service ,"Single, never married",Pennsylvania,Treatment,,,,,,Q45|Q20|Q18,,1|2|3,1|2,40.567794799805,-75.482803344727,-1,
R_1mf0jQZbfhnKozU,Default Response Set,Anonymous,,,173.59.189.31,0,2016-04-23 06:10:54,2016-04-23 06:14:21,1,9207016,55-64,Democrat,Strong,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very familiar,Very familiar,Female,High School / GED,Service ,Divorced,Texas,,,Control,,,,,Q26|Q18|Q19,1|2|3,2|1,30.567001342773,-96.283699035645,-1,
R_2rjQHOsJ1oOhdRP,Default Response Set,Anonymous,,,173.63.90.124,0,2016-04-23 06:26:28,2016-04-23 06:29:35,1,1809539,35-44,Independent,,Republican,,,,,,,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Very familiar,Very familiar,Female,Some College,Sales and office ,Living w/ partner,New Jersey,,,,,,Control,,Q26|Q19|Q18,3|1|2,2|1,41.045700073242,-74.098098754883,-1,
R_3O9sL5fSRdjX3Gb,Default Response Set,Anonymous,,,76.188.91.177,0,2016-04-23 06:29:48,2016-04-23 06:32:16,1,8498871,65 or over,Republican,Strong,,,,,,,,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Extremely familiar,Moderately familiar,Male,Some College,Service ,Married without children,Ohio,,,,,,Control,,Q26|Q18|Q19,2|3|1,1|2,40.874206542969,-81.232597351074,-1,
R_cHoUitXN4am423f,Default Response Set,Anonymous,,,66.87.115.153,0,2016-04-23 06:28:16,2016-04-23 06:32:40,1,4093466,35-44,Democrat,Strong,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,Very familiar,Very familiar,Male,High School / GED,"Production, transportation, and material moving ",Divorced,Indiana,,,Treatment,,,,Q45|Q20|Q18,,1|2|3,1|2,42.426803588867,-83.193496704102,-1,
R_3fSPIW3PH5q9VLK,Default Response Set,Anonymous,,,108.188.72.235,0,2016-04-23 06:33:18,2016-04-23 06:37:36,1,7146563,55-64,Democrat,Weak,,,,,,,,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Very familiar,Very familiar,Female,High School / GED,Other,"Single, never married",Florida,,,Control,,,,,Q26|Q18|Q19,3|1|2,2|1,28.830093383789,-81.361801147461,-1,
R_3qsxwYSFwL3NNgd,Default Response Set,Anonymous,,,145.90.78.237,0,2016-04-23 06:36:12,2016-04-23 06:39:33,1,7194739,26-34,Democrat,Moderate,,,,,,,,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Extremely familiar,Very familiar,Female,Masters Degree,Other,"Single, never married",California,,Control,,,,,,Q26|Q18|Q19,1|2|3,2|1,52.093795776367,5.1190948486328,-1,
R_SNw8TttctPp6e3v,Default Response Set,Anonymous,,,50.24.141.85,0,2016-04-23 06:57:48,2016-04-23 07:01:35,1,2749647,35-44,Independent,,Republican,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,,,,,,,Very familiar,Very familiar,Male,Masters Degree,"Management, professional, and related ",Married with children,Texas,,,,,,Treatment,Q45|Q18|Q20,,1|3|2,1|2,30.567001342773,-96.283699035645,-1,
R_3IWWDikUuHYdIWU,Default Response Set,Anonymous,,,71.173.11.53,0,2016-04-23 06:58:26,2016-04-23 07:03:46,1,8159384,26-34,Independent,,Republican,,,,,,,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Moderately familiar,Moderately familiar,Male,Some College,"Production, transportation, and material moving ",Married with children,Pennsylvania,,,,,Control,,,Q26|Q19|Q18,3|2|1,1|2,40.939498901367,-75.969497680664,-1,
R_7POOBlkYtjI0k6h,Default Response Set,Anonymous,,,74.137.27.213,0,2016-04-23 06:56:57,2016-04-23 07:05:11,1,5720221,35-44,Republican,Weak,,,,,,,,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Extremely familiar,Moderately familiar,Male,4-year College Degree,Service ,"Single, never married",Indiana,,,,,,Control,,Q26|Q19|Q18,1|2|3,,37.944396972656,-87.661003112793,-1,
R_3dRH4N5ZNXBfLBv,Default Response Set,Anonymous,,,96.41.186.199,0,2016-04-23 07:05:51,2016-04-23 07:08:34,1,593988,35-44,Democrat,Strong,,,,,,,,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Slightly familiar,Moderately familiar,Female,Some College,Other,"Single, never married",Oregon,,,Control,,,,,Q26|Q18|Q19,2|3|1,2|1,43.483596801758,-124.16329956055,-1,
R_2feOEMeSghfk8rm,Default Response Set,Anonymous,,,72.2.253.122,0,2016-04-23 07:08:22,2016-04-23 07:11:50,1,9318801,55-64,Democrat,Weak,,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Moderately familiar,Moderately familiar,Female,Some College,Sales and office ,Married with children,Kentucky,,,Treatment,,,,Q45|Q20|Q18,,3|1|2,2|1,37.830001831055,-86.093399047852,-1,
R_1gOM8UbVmCJ7ya3,Default Response Set,Anonymous,,,50.154.121.136,0,2016-04-23 07:12:06,2016-04-23 07:17:04,1,5027354,26-34,Independent,,Republican,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Very familiar,Very familiar,Female,High School / GED,Government ,Married with children,Florida,,,,,Treatment,,Q45|Q18|Q20,,3|2|1,2|1,26.625396728516,-81.624801635742,-1,
R_2wzOtEy4CAVXfQi,Default Response Set,Anonymous,,,68.35.23.92,0,2016-04-23 07:13:04,2016-04-23 07:17:22,1,6618268,35-44,Independent,,Democrat,,,,,,,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Very familiar,Very familiar,Male,4-year College Degree,"Management, professional, and related ","Single, never married",Alabama,,,Control,,,,,Q26|Q19|Q18,3|1|2,1|2,34.668502807617,-86.557601928711,-1,
R_qI7p52a5NFwXSUx,Default Response Set,Anonymous,,,75.65.230.176,0,2016-04-23 07:17:08,2016-04-23 07:22:19,1,3445982,45-54,Independent,,Republican,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Very familiar,Very familiar,Male,4-year College Degree,Government ,Divorced,Louisiana,,,,,,Treatment,Q45|Q18|Q20,,3|1|2,2|1,32.40299987793,-93.902000427246,-1,
R_2SGCNyhhIXlngsV,Default Response Set,Anonymous,,,96.42.185.225,0,2016-04-23 07:18:20,2016-04-23 07:22:36,1,8756187,35-44,Republican,Moderate,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Extremely familiar,Extremely familiar,Female,Some College,Service ,Divorced,Michigan,,,,,,Control,,Q26|Q18|Q19,2|1|3,2|1,43.051895141602,-83.334602355957,-1,
R_1qVB8czFoYbI5YS,Default Response Set,Anonymous,,,67.247.221.45,0,2016-04-23 07:24:35,2016-04-23 07:27:54,1,2049768,35-44,Republican,Moderate,,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Extremely familiar,Extremely familiar,Female,4-year College Degree,Service ,Married with children,New York,,,,,,Treatment,Q45|Q18|Q20,,3|1|2,1|2,42.525207519531,-78.685501098633,-1,
R_2rNGMyQY8RiHRCr,Default Response Set,Anonymous,,,70.21.191.175,0,2016-04-23 07:30:27,2016-04-23 07:35:49,1,8381886,35-44,Republican,Moderate,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Moderately familiar,Moderately familiar,Female,Masters Degree,Other,Married with children,New Jersey,,,,,,Control,,Q26|Q18|Q19,3|1|2,1|2,40.619903564453,-74.427398681641,-1,
R_3flqt43PlrO61pr,Default Response Set,Anonymous,,,50.155.8.235,0,2016-04-23 07:37:16,2016-04-23 07:38:22,1,4833512,26-34,Independent,,Democrat,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Moderately familiar,Very familiar,Female,Masters Degree,"Management, professional, and related ",Married without children,Georgia,,Treatment,,,,,Q45|Q20|Q18,,1|3|2,2|1,34.024703979492,-84.503303527832,-1,
R_1r6N7cxlZBjMpQJ,Default Response Set,Anonymous,,,76.119.103.99,0,2016-04-23 07:43:43,2016-04-23 07:46:08,1,7797812,45-54,Democrat,Strong,,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,Extremely familiar,Extremely familiar,Male,4-year College Degree,Sales and office ,Divorced,Massachusetts,,,Treatment,,,,Q45|Q20|Q18,,2|1|3,1|2,42.330596923828,-72.630599975586,-1,
R_3PC7kVgVCH9MrPM,Default Response Set,Anonymous,,,184.43.95.169,0,2016-04-23 07:45:58,2016-04-23 07:48:49,1,4634739,55-64,Independent,,Republican,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Moderately familiar,Moderately familiar,Female,4-year College Degree,Retired,Married with children,Kentucky,,,,,,Treatment,Q45|Q20|Q18,,2|1|3,1|2,38.063507080078,-83.936302185059,-1,
R_1jSPZO6ylp4H3Ck,Default Response Set,Anonymous,,,173.94.170.18,0,2016-04-23 07:44:01,2016-04-23 07:49:34,1,911759,26-34,Republican,Moderate,,Agree,Agree,Disagree,Agree,Agree,Agree,,,,,,,Slightly familiar,Slightly familiar,Male,4-year College Degree,Service ,Married without children,North Carolina,,,,,Treatment,,Q45|Q20|Q18,,3|2|1,2|1,36.182403564453,-79.806701660156,-1,
R_2rMDUzFN5WjA9td,Default Response Set,Anonymous,,,75.109.76.236,0,2016-04-23 07:46:44,2016-04-23 07:50:03,1,9654769,45-54,Republican,Moderate,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Extremely familiar,Very familiar,Male,Masters Degree,Government ,Married with children,North Carolina,,,,,,Control,,Q26|Q19|Q18,2|1|3,2|1,35.580505371094,-77.012702941895,-1,
R_2wiQNdoLBRcK2Zd,Default Response Set,Anonymous,,,107.161.163.13,0,2016-04-23 07:46:29,2016-04-23 07:53:10,1,5829820,18-25,Democrat,Moderate,,,,,,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly familiar,Not familiar at all,Male,4-year College Degree,"Management, professional, and related ","Single, never married",New York,Control,,,,,,,Q26|Q19|Q18,3|1|2,2|1,40.721405029297,-74.00520324707,-1,
R_2dMyE2pIrvj4BPa,Default Response Set,Anonymous,,,50.4.106.43,0,2016-04-23 07:53:41,2016-04-23 07:55:31,1,3479102,45-54,Democrat,Moderate,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Very familiar,Moderately familiar,Male,4-year College Degree,Sales and office ,Married with children,Michigan,,,Control,,,,,Q26|Q18|Q19,2|3|1,2|1,42.600494384766,-83.119598388672,-1,
R_3qwCbr0HynLjIYE,Default Response Set,Anonymous,,,66.87.125.65,0,2016-04-23 07:53:23,2016-04-23 07:56:18,1,675533,26-34,Democrat,Strong,,,,,,,,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Very familiar,Extremely familiar,Female,4-year College Degree,"Farming, fishing, and forestry","Single, never married",Vermont,,Control,,,,,,Q26|Q18|Q19,2|1|3,1|2,41.745407104492,-72.670303344727,-1,
R_3nHmdNxm52LWc4R,Default Response Set,Anonymous,,,68.61.254.4,0,2016-04-23 07:53:58,2016-04-23 07:56:45,1,4113815,18-25,Democrat,Moderate,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Slightly familiar,Slightly familiar,Female,High School / GED,Sales and office ,Married without children,Michigan,Control,,,,,,,Q26|Q18|Q19,3|2|1,2|1,42.353897094727,-83.21199798584,-1,
R_2wpmX45AERIjx9O,Default Response Set,Anonymous,,,24.185.222.175,0,2016-04-23 07:52:26,2016-04-23 07:57:08,1,3056987,18-25,Democrat,Moderate,,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,Extremely familiar,Extremely familiar,Female,2-year College Degree,Unemployed,"Single, never married",New York,Treatment,,,,,,Q45|Q20|Q18,,3|1|2,1|2,40.991897583008,-72.19889831543,-1,
R_115DWJIrRmtMqcU,Default Response Set,Anonymous,,,69.66.162.73,0,2016-04-23 08:05:59,2016-04-23 08:10:12,1,8930020,45-54,Republican,Moderate,,Neither Agree nor Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,Very familiar,Not familiar at all,Female,High School / GED,Sales and office ,Married with children,Iowa,,,,,,Treatment,Q45|Q18|Q20,,1|2|3,2|1,42.411193847656,-94.850700378418,-1,
R_3OcvnZBFga6DmIt,Default Response Set,Anonymous,,,108.75.51.117,0,2016-04-23 08:08:40,2016-04-23 08:12:01,1,6482566,45-54,Independent,,Republican,Agree,Agree,Disagree,Disagree,Agree,Agree,,,,,,,Very familiar,Moderately familiar,Female,Masters Degree,"Management, professional, and related ",Married with children,Alabama,,,,,,Treatment,Q45|Q18|Q20,,1|3|2,1|2,33.290603637695,-87.094398498535,-1,
R_2AL0HnP3SuSFeXL,Default Response Set,Anonymous,,,74.182.121.51,0,2016-04-23 08:13:10,2016-04-23 08:15:51,1,3783465,26-34,Democrat,Moderate,,,,,,,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly familiar,Slightly familiar,Female,4-year College Degree,Unemployed,"Single, never married",South Carolina,,Control,,,,,,Q26|Q19|Q18,1|3|2,1|2,34.901092529297,-82.26619720459,-1,
R_1lfYfS2T1oi7VaW,Default Response Set,Anonymous,,,50.36.225.17,0,2016-04-23 08:12:48,2016-04-23 08:16:12,1,9859928,26-34,Democrat,Strong,,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,,,,,,,Not familiar at all,Slightly familiar,Male,Masters Degree,Other,Living w/ partner,Michigan,,Treatment,,,,,Q45|Q20|Q18,,1|2|3,2|1,42.232192993164,-85.773597717285,-1,
R_1F9BTwfgKOdWylY,Default Response Set,Anonymous,,,75.118.16.243,0,2016-04-23 08:24:55,2016-04-23 08:28:27,1,3473553,45-54,Independent,,Democrat,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Slightly familiar,Slightly familiar,Female,4-year College Degree,Unemployed,Living w/ partner,Ohio,,,Treatment,,,,Q45|Q18|Q20,,1|2|3,2|1,39.964904785156,-83.138298034668,-1,
R_8Gs0qCOhDq3K26l,Default Response Set,Anonymous,,,184.100.216.204,0,2016-04-23 08:25:24,2016-04-23 08:29:21,1,3399570,55-64,Independent,,Republican,,,,,,,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Extremely familiar,Slightly familiar,Male,4-year College Degree,Retired,Married with children,Oregon,,,,,,Control,,Q26|Q18|Q19,3|1|2,1|2,45.136901855469,-122.8224029541,-1,
R_6x8iNFOIssUedax,Default Response Set,Anonymous,,,98.94.25.155,0,2016-04-23 08:33:25,2016-04-23 08:34:30,1,8407229,18-25,Independent,,Democrat,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,,,,,,,Slightly familiar,Extremely familiar,Male,High School / GED,Unemployed,Married with children,South Carolina,Treatment,,,,,,Q45|Q18|Q20,,2|1|3,1|2,33.448303222656,-81.692100524902,-1,
R_2rCQUyjjxbrY2cr,Default Response Set,Anonymous,,,67.250.111.203,0,2016-04-23 08:34:15,2016-04-23 08:37:33,1,7215506,26-34,Republican,Moderate,,,,,,,,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Extremely familiar,Extremely familiar,Male,Masters Degree,Government ,Married without children,New York,,,,,Control,,,Q26|Q18|Q19,3|2|1,1|2,40.596603393555,-74.077499389648,-1,
R_27rQYofZ4FSELDh,Default Response Set,Anonymous,,,162.246.20.4,0,2016-04-23 08:32:43,2016-04-23 08:38:15,1,3902008,35-44,Republican,Moderate,,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,,,,,,,Very familiar,Moderately familiar,Female,Some College,Unemployed,Married with children,Louisiana,,,,,,Treatment,Q45|Q18|Q20,,1|2|3,1|2,40.78010559082,-74.063301086426,-1,
R_3iKFSrJXZzudqHS,Default Response Set,Anonymous,,,74.101.55.81,0,2016-04-23 08:39:25,2016-04-23 08:40:27,1,5953973,18-25,Republican,Moderate,,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,,,,,,,Moderately familiar,Slightly familiar,Male,4-year College Degree,"Management, professional, and related ","Single, never married",New York,,,,Treatment,,,Q45|Q20|Q18,,1|3|2,2|1,40.785202026367,-73.727897644043,-1,
R_QgmzyAtE7psaich,Default Response Set,Anonymous,,,174.109.252.45,0,2016-04-23 08:36:18,2016-04-23 08:42:10,1,6644477,45-54,Democrat,Weak,,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,,,,,,,Moderately familiar,Moderately familiar,Female,2-year College Degree,Other,Divorced,North Carolina,,,Treatment,,,,Q45|Q20|Q18,,1|2|3,2|1,35.934097290039,-78.716598510742,-1,
R_22J41wr6NoyxCfZ,Default Response Set,Anonymous,,,216.16.88.39,0,2016-04-23 08:40:28,2016-04-23 08:42:25,1,4739945,26-34,Republican,Strong,,,,,,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Very familiar,Extremely familiar,Male,4-year College Degree,"Management, professional, and related ",Married with children,Minnesota,,,,,Control,,,Q26|Q18|Q19,2|1|3,2|1,44.449600219727,-95.745796203613,-1,
R_12sF8ZGpM0wkY4w,Default Response Set,Anonymous,,,69.129.193.151,0,2016-04-23 08:42:46,2016-04-23 08:45:22,1,5192060,35-44,Independent,,Democrat,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,Moderately familiar,Slightly familiar,Male,Doctoral Degree,Service ,Married with children,Wisconsin,,,Treatment,,,,Q45|Q20|Q18,,2|3|1,2|1,42.992492675781,-89.567901611328,-1,
R_3P4XZAPUQ0Rh1C1,Default Response Set,Anonymous,,,97.92.10.15,0,2016-04-23 08:40:56,2016-04-23 08:45:40,1,719101,26-34,Independent,,Democrat,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,,,,,,,Slightly familiar,Slightly familiar,Female,2-year College Degree,"Management, professional, and related ",Divorced,Wisconsin,,Treatment,,,,,Q45|Q18|Q20,,2|1|3,1|2,46.84880065918,-92.203201293945,-1,
R_20ZmSxzYNGXmuXd,Default Response Set,Anonymous,,,70.197.137.231,0,2016-04-23 08:39:54,2016-04-23 08:46:13,1,3688500,45-54,Republican,Weak,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Moderately familiar,Not familiar at all,Male,Some College,Unemployed,Married without children,Utah,,,,,,Control,,Q26|Q18|Q19,2|1|3,2|1,36.812393188477,-76.237602233887,-1,
R_12LsbUtUCzIZS3k,Default Response Set,Anonymous,,,184.89.146.22,0,2016-04-23 08:46:08,2016-04-23 08:49:19,1,9255914,35-44,Democrat,Moderate,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Very familiar,Very familiar,Male,Some College,Service ,Living w/ partner,Florida,,,Control,,,,,Q26|Q18|Q19,1|3|2,2|1,28.49560546875,-81.534797668457,-1,
R_DeixBb1bTXh7VId,Default Response Set,Anonymous,,,68.96.230.87,0,2016-04-23 08:49:44,2016-04-23 08:54:05,1,3319578,35-44,Democrat,Strong,,,,,,,,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Moderately familiar,Moderately familiar,Female,4-year College Degree,"Management, professional, and related ",Divorced,Nevada,,,Control,,,,,Q26|Q19|Q18,1|3|2,1|2,36.076797485352,-115.08910369873,-1,
R_2WC3FVwfHxARIsz,Default Response Set,Anonymous,,,96.252.56.233,0,2016-04-23 08:52:35,2016-04-23 08:56:24,1,5577325,45-54,Democrat,Strong,,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Very familiar,Very familiar,Female,4-year College Degree,"Management, professional, and related ",Widowed,Massachusetts,,,Treatment,,,,Q45|Q18|Q20,,1|2|3,2|1,41.763595581055,-70.716003417969,-1,
R_1EfUZHuWIwSIQL0,Default Response Set,Anonymous,,,98.219.238.246,0,2016-04-23 08:56:55,2016-04-23 08:59:05,1,8125364,35-44,Republican,Moderate,,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,,,,,,,Moderately familiar,Moderately familiar,Male,4-year College Degree,Sales and office ,Divorced,Pennsylvania,,,,,,Treatment,Q45|Q20|Q18,,2|3|1,2|1,40.335601806641,-79.55069732666,-1,
R_uh07WSqOCidQKFX,Default Response Set,Anonymous,,,68.133.36.33,0,2016-04-23 08:57:35,2016-04-23 08:59:42,1,6388452,18-25,Democrat,Moderate,,,,,,,,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Moderately familiar,Moderately familiar,Male,Some College,Other,"Single, never married",New York,Control,,,,,,,Q26|Q19|Q18,1|2|3,1|2,42.976196289062,-78.794700622559,-1,
